Unnamed: 0,neg_log_loss,f1,accuracy
BalancedRandomForestClassifier_cop_with,-0.2307400119828114,0.9323377584274934,0.9302932269972668
XGBClassifier_cop_with,-0.2044191366767177,0.9329290329855876,0.9307158083409344
LGBMClassifier_cop_with,-0.2007870299093047,0.9341678295986796,0.9318365678503144
BalancedRandomForestClassifier_cop_without,-0.336220978107997,0.8863112514066855,0.8851142740680318
XGBClassifier_cop_without,-0.2469249569453091,0.9086771939598872,0.9063532943701802
LGBMClassifier_cop_without,-0.2541480615662507,0.9081189789723906,0.9056000603089596
