,neg_log_loss,f1,accuracy
BalancedRandomForestClassifier_cop,-0.2307400119828114,0.9323377584274934,0.9302932269972667
XGBClassifier_cop,-0.20441913667671777,0.9329290329855875,0.9307158083409343
LGBMClassifier_cop,-0.20078702990930478,0.9341678295986797,0.9318365678503143
