,neg_log_loss,roc_auc
BalancedRandomForestClassifier_cop,-0.23287908389382556,0.957486510354767
XGBClassifier_cop,-0.2045716989901399,0.957847259889725
LGBMClassifier_cop,-0.20084211415664327,0.9606927335386981
CatBoostClassifier_cop,-0.20019631149052036,0.9600875399101483
LogisticRegression_cop,-0.3562191631878466,0.9252956706007651
