,neg_log_loss,roc_auc
BalancedRandomForestClassifier_cop_4_num,-0.2284021746622218,0.9575480069760576
XGBClassifier_cop_4_num,-0.2047084760165163,0.9582240271210096
LGBMClassifier_cop_4_num,-0.2007870299093047,0.9606535241385808
CatBoostClassifier_cop_4_num,-0.2001070675995953,0.9601333841616576
LogisticRegression_cop_4_num,-0.355293942093723,0.925517102035311
