,neg_log_loss,f1,accuracy
BalancedRandomForestClassifier_cop,-0.33622097810799706,0.8863112514066855,0.8851142740680318
XGBClassifier_cop,-0.24692495694530914,0.9086771939598872,0.9063532943701802
LGBMClassifier_cop,-0.2541480615662507,0.9081189789723906,0.9056000603089597
