iter	Logloss
912	0.1628307821
913	0.162775878
914	0.1627249149
915	0.162679315
916	0.1626790876
917	0.1626654312
918	0.1626648083
919	0.1626511808
920	0.1626511681
921	0.1626080276
922	0.162565209
923	0.1625286057
924	0.1624729514
925	0.1624518555
926	0.1624067342
927	0.1623822662
928	0.1623547722
929	0.1623275503
930	0.1622782168
931	0.1622288339
932	0.1621766539
933	0.1621247312
934	0.1620565345
935	0.1620297897
936	0.1619946483
937	0.1619709332
938	0.1619383319
939	0.1619378308
940	0.1618959739
941	0.1618703945
942	0.1618236682
943	0.1617745775
944	0.1617423698
945	0.1617068484
946	0.1616827946
947	0.1616540988
948	0.1615949713
949	0.1615596964
950	0.1615334543
951	0.1614809884
952	0.1614529102
953	0.1614500704
954	0.1613594048
955	0.1613585969
956	0.1613216483
957	0.1612836888
958	0.1612497985
959	0.1612277361
960	0.1611758565
961	0.1611467417
962	0.1610900925
963	0.1610697619
964	0.161053248
965	0.1610532066
966	0.1610292947
967	0.1609952415
968	0.1609646726
969	0.1609315188
970	0.160899792
971	0.1608511797
972	0.1608055
973	0.1607470315
974	0.1607062673
975	0.1606717628
976	0.1606631203
977	0.1606101178
978	0.1605731972
979	0.1605731819
980	0.1605229007
981	0.1604781565
982	0.1604633768
983	0.1604144553
984	0.1603961468
985	0.1603420211
986	0.1603420193
987	0.160339298
988	0.1602907297
989	0.1602778949
990	0.1602684797
991	0.1602375328
992	0.1602375266
993	0.1602098981
994	0.1601639316
995	0.1601476968
996	0.1601117586
997	0.1600672789
998	0.1600441871
999	0.16000511
